WeekBeginning,WeekEnding,Pathogen,NumberCasesPerWeek
20200601,20200607,Influenza - Type A(H3),1
20200601,20200607,Influenza - Type B,0
20200601,20200607,Mycoplasma pneumoniae,0
20200601,20200607,Parainfluenza virus,1
20200601,20200607,Respiratory syncytial virus,2
20200601,20200607,Rhinovirus,10
20200601,20200607,Seasonal coronavirus (Non-SARS-CoV-2),0
20200608,20200614,Adenovirus,1
20200608,20200614,Human metapneumovirus,0
20200608,20200614,Influenza - Type A (any subtype),0
20200608,20200614,Influenza - Type A (not subtyped),0
20200608,20200614,Influenza - Type A or B,0
20200608,20200614,Influenza - Type A(H1N1)pdm09,0
20200608,20200614,Influenza - Type A(H3),0
20200608,20200614,Influenza - Type B,0
20200608,20200614,Mycoplasma pneumoniae,0
20200608,20200614,Parainfluenza virus,2
20200608,20200614,Respiratory syncytial virus,2
20200608,20200614,Rhinovirus,9
20200608,20200614,Seasonal coronavirus (Non-SARS-CoV-2),1
20200615,20200621,Adenovirus,4
20200615,20200621,Human metapneumovirus,1
20200615,20200621,Influenza - Type A (any subtype),0
20200615,20200621,Influenza - Type A (not subtyped),0
20200615,20200621,Influenza - Type A or B,0
20200615,20200621,Influenza - Type A(H1N1)pdm09,0
20200615,20200621,Influenza - Type A(H3),0
20200615,20200621,Influenza - Type B,0
20200615,20200621,Mycoplasma pneumoniae,0
20200615,20200621,Parainfluenza virus,0
20200615,20200621,Respiratory syncytial virus,1
20200615,20200621,Rhinovirus,6
20200615,20200621,Seasonal coronavirus (Non-SARS-CoV-2),0
20200622,20200628,Adenovirus,2
20200622,20200628,Human metapneumovirus,0
20200622,20200628,Influenza - Type A (any subtype),0
20200622,20200628,Influenza - Type A (not subtyped),0
20200622,20200628,Influenza - Type A or B,0
20200622,20200628,Influenza - Type A(H1N1)pdm09,0
20200622,20200628,Influenza - Type A(H3),0
20200622,20200628,Influenza - Type B,0
20200622,20200628,Mycoplasma pneumoniae,1
20200622,20200628,Parainfluenza virus,0
20200622,20200628,Respiratory syncytial virus,0
20200622,20200628,Rhinovirus,10
20200622,20200628,Seasonal coronavirus (Non-SARS-CoV-2),0
20200629,20200705,Adenovirus,2
20200629,20200705,Human metapneumovirus,0
20200629,20200705,Influenza - Type A (any subtype),1
20200629,20200705,Influenza - Type A (not subtyped),1
20200629,20200705,Influenza - Type A or B,1
20200629,20200705,Influenza - Type A(H1N1)pdm09,0
20200629,20200705,Influenza - Type A(H3),0
20200629,20200705,Influenza - Type B,0
20200629,20200705,Mycoplasma pneumoniae,0
20200629,20200705,Parainfluenza virus,5
20200629,20200705,Respiratory syncytial virus,0
20200629,20200705,Rhinovirus,3
20200629,20200705,Seasonal coronavirus (Non-SARS-CoV-2),2
20200706,20200712,Adenovirus,8
20200706,20200712,Human metapneumovirus,0
20200706,20200712,Influenza - Type A (any subtype),0
20200706,20200712,Influenza - Type A (not subtyped),0
20200706,20200712,Influenza - Type A or B,0
20200706,20200712,Influenza - Type A(H1N1)pdm09,0
20200706,20200712,Influenza - Type A(H3),0
20200706,20200712,Influenza - Type B,0
20200706,20200712,Mycoplasma pneumoniae,0
20200706,20200712,Parainfluenza virus,2
20200706,20200712,Respiratory syncytial virus,0
20200706,20200712,Rhinovirus,6
20200706,20200712,Seasonal coronavirus (Non-SARS-CoV-2),0
20200713,20200719,Adenovirus,4
20200713,20200719,Human metapneumovirus,0
20200713,20200719,Influenza - Type A (any subtype),1
20200713,20200719,Influenza - Type A (not subtyped),0
20200713,20200719,Influenza - Type A or B,2
20200713,20200719,Influenza - Type A(H1N1)pdm09,1
20200713,20200719,Influenza - Type A(H3),0
20200713,20200719,Influenza - Type B,1
20200713,20200719,Mycoplasma pneumoniae,1
20200713,20200719,Parainfluenza virus,0
20200713,20200719,Respiratory syncytial virus,0
20200713,20200719,Rhinovirus,6
20200713,20200719,Seasonal coronavirus (Non-SARS-CoV-2),0
20200720,20200726,Adenovirus,7
20200720,20200726,Human metapneumovirus,1
20200720,20200726,Influenza - Type A (any subtype),0
20200720,20200726,Influenza - Type A (not subtyped),0
20200720,20200726,Influenza - Type A or B,0
20200720,20200726,Influenza - Type A(H1N1)pdm09,0
20200720,20200726,Influenza - Type A(H3),0
20200720,20200726,Influenza - Type B,0
20200720,20200726,Mycoplasma pneumoniae,0
20200720,20200726,Parainfluenza virus,4
20200720,20200726,Respiratory syncytial virus,0
20200720,20200726,Rhinovirus,5
20200720,20200726,Seasonal coronavirus (Non-SARS-CoV-2),2
20200727,20200802,Adenovirus,6
20200727,20200802,Human metapneumovirus,0
20200727,20200802,Influenza - Type A (any subtype),0
20200727,20200802,Influenza - Type A (not subtyped),0
20200727,20200802,Influenza - Type A or B,0
20200727,20200802,Influenza - Type A(H1N1)pdm09,0
20200727,20200802,Influenza - Type A(H3),0
20200727,20200802,Influenza - Type B,0
20200727,20200802,Mycoplasma pneumoniae,0
20200727,20200802,Parainfluenza virus,0
20200727,20200802,Respiratory syncytial virus,0
20200727,20200802,Rhinovirus,13
20200727,20200802,Seasonal coronavirus (Non-SARS-CoV-2),0
20200803,20200809,Adenovirus,4
20200803,20200809,Human metapneumovirus,5
20200803,20200809,Influenza - Type A (any subtype),1
20200803,20200809,Influenza - Type A (not subtyped),1
20200803,20200809,Influenza - Type A or B,2
20200803,20200809,Influenza - Type A(H1N1)pdm09,0
20200803,20200809,Influenza - Type A(H3),0
20200803,20200809,Influenza - Type B,1
20200803,20200809,Mycoplasma pneumoniae,0
20200803,20200809,Parainfluenza virus,0
20200803,20200809,Respiratory syncytial virus,1
20200803,20200809,Rhinovirus,25
20200803,20200809,Seasonal coronavirus (Non-SARS-CoV-2),0
20200810,20200816,Adenovirus,5
20200810,20200816,Human metapneumovirus,2
20200810,20200816,Influenza - Type A (any subtype),1
20200810,20200816,Influenza - Type A (not subtyped),0
20200810,20200816,Influenza - Type A or B,1
20200810,20200816,Influenza - Type A(H1N1)pdm09,1
20200810,20200816,Influenza - Type A(H3),0
20200810,20200816,Influenza - Type B,0
20200810,20200816,Mycoplasma pneumoniae,0
20200810,20200816,Parainfluenza virus,1
20200810,20200816,Respiratory syncytial virus,0
20200810,20200816,Rhinovirus,45
20200810,20200816,Seasonal coronavirus (Non-SARS-CoV-2),1
20200817,20200823,Adenovirus,6
20200817,20200823,Human metapneumovirus,0
20200817,20200823,Influenza - Type A (any subtype),1
20200817,20200823,Influenza - Type A (not subtyped),0
20200817,20200823,Influenza - Type A or B,1
20200817,20200823,Influenza - Type A(H1N1)pdm09,1
20200817,20200823,Influenza - Type A(H3),0
20200817,20200823,Influenza - Type B,0
20200817,20200823,Mycoplasma pneumoniae,0
20200817,20200823,Parainfluenza virus,2
20200817,20200823,Respiratory syncytial virus,2
20200817,20200823,Rhinovirus,172
20200817,20200823,Seasonal coronavirus (Non-SARS-CoV-2),1
20200824,20200830,Adenovirus,5
20200824,20200830,Human metapneumovirus,4
20200824,20200830,Influenza - Type A (any subtype),0
20200824,20200830,Influenza - Type A (not subtyped),0
20200824,20200830,Influenza - Type A or B,1
20200824,20200830,Influenza - Type A(H1N1)pdm09,0
20200824,20200830,Influenza - Type A(H3),0
20200824,20200830,Influenza - Type B,1
20200824,20200830,Mycoplasma pneumoniae,0
20200824,20200830,Parainfluenza virus,2
20200824,20200830,Respiratory syncytial virus,2
20200824,20200830,Rhinovirus,283
20200824,20200830,Seasonal coronavirus (Non-SARS-CoV-2),2
20200831,20200906,Adenovirus,6
20200831,20200906,Human metapneumovirus,13
20200831,20200906,Influenza - Type A (any subtype),0
20200831,20200906,Influenza - Type A (not subtyped),0
20200831,20200906,Influenza - Type A or B,1
20200831,20200906,Influenza - Type A(H1N1)pdm09,0
20200831,20200906,Influenza - Type A(H3),0
20200831,20200906,Influenza - Type B,1
20200831,20200906,Mycoplasma pneumoniae,4
20200831,20200906,Parainfluenza virus,0
20200831,20200906,Respiratory syncytial virus,2
20200831,20200906,Rhinovirus,290
20200831,20200906,Seasonal coronavirus (Non-SARS-CoV-2),2
20200907,20200913,Adenovirus,7
20200907,20200913,Human metapneumovirus,16
20200907,20200913,Influenza - Type A (any subtype),6
20200907,20200913,Influenza - Type A (not subtyped),5
20200907,20200913,Influenza - Type A or B,8
20200907,20200913,Influenza - Type A(H1N1)pdm09,0
20200907,20200913,Influenza - Type A(H3),1
20200907,20200913,Influenza - Type B,2
20200907,20200913,Mycoplasma pneumoniae,0
20200907,20200913,Parainfluenza virus,3
20200907,20200913,Respiratory syncytial virus,0
20200907,20200913,Rhinovirus,208
20200907,20200913,Seasonal coronavirus (Non-SARS-CoV-2),1
20200914,20200920,Adenovirus,9
20200914,20200920,Human metapneumovirus,2
20200914,20200920,Influenza - Type A (any subtype),1
20200914,20200920,Influenza - Type A (not subtyped),1
20200914,20200920,Influenza - Type A or B,1
20200914,20200920,Influenza - Type A(H1N1)pdm09,0
20200914,20200920,Influenza - Type A(H3),0
20200914,20200920,Influenza - Type B,1
20200914,20200920,Mycoplasma pneumoniae,0
20200914,20200920,Parainfluenza virus,1
20200914,20200920,Respiratory syncytial virus,0
20200914,20200920,Rhinovirus,152
20200914,20200920,Seasonal coronavirus (Non-SARS-CoV-2),0
20200921,20200927,Adenovirus,12
20200921,20200927,Human metapneumovirus,2
20200921,20200927,Influenza - Type A (any subtype),2
20200921,20200927,Influenza - Type A (not subtyped),0
20200921,20200927,Influenza - Type A or B,2
20200921,20200927,Influenza - Type A(H1N1)pdm09,1
20200921,20200927,Influenza - Type A(H3),2
20200921,20200927,Influenza - Type B,1
20200921,20200927,Mycoplasma pneumoniae,0
20200921,20200927,Parainfluenza virus,1
20200921,20200927,Respiratory syncytial virus,1
20200921,20200927,Rhinovirus,126
20200921,20200927,Seasonal coronavirus (Non-SARS-CoV-2),2
20200928,20201004,Adenovirus,13
20200928,20201004,Human metapneumovirus,0
20200928,20201004,Influenza - Type A (any subtype),3
20200928,20201004,Influenza - Type A (not subtyped),1
20200928,20201004,Influenza - Type A or B,4
20200928,20201004,Influenza - Type A(H1N1)pdm09,0
20200928,20201004,Influenza - Type A(H3),2
20200928,20201004,Influenza - Type B,1
20200928,20201004,Mycoplasma pneumoniae,0
20200928,20201004,Parainfluenza virus,1
20200928,20201004,Respiratory syncytial virus,1
20200928,20201004,Rhinovirus,148
20200928,20201004,Seasonal coronavirus (Non-SARS-CoV-2),0
20201005,20201011,Adenovirus,12
20201005,20201011,Human metapneumovirus,1
20201005,20201011,Influenza - Type A (any subtype),2
20201005,20201011,Influenza - Type A (not subtyped),1
20201005,20201011,Influenza - Type A or B,3
20201005,20201011,Influenza - Type A(H1N1)pdm09,0
20201005,20201011,Influenza - Type A(H3),1
20201005,20201011,Influenza - Type B,1
20201005,20201011,Mycoplasma pneumoniae,1
20201005,20201011,Parainfluenza virus,2
20201005,20201011,Respiratory syncytial virus,1
20201005,20201011,Rhinovirus,149
20201005,20201011,Seasonal coronavirus (Non-SARS-CoV-2),0
20201012,20201018,Adenovirus,21
20201012,20201018,Human metapneumovirus,3
20201012,20201018,Influenza - Type A (any subtype),0
20201012,20201018,Influenza - Type A (not subtyped),0
20201012,20201018,Influenza - Type A or B,2
20201012,20201018,Influenza - Type A(H1N1)pdm09,0
20201012,20201018,Influenza - Type A(H3),0
20201012,20201018,Influenza - Type B,2
20201012,20201018,Mycoplasma pneumoniae,1
20201012,20201018,Parainfluenza virus,1
20201012,20201018,Respiratory syncytial virus,2
20201012,20201018,Rhinovirus,114
20201012,20201018,Seasonal coronavirus (Non-SARS-CoV-2),0
20201019,20201025,Adenovirus,14
20201019,20201025,Human metapneumovirus,3
20201019,20201025,Influenza - Type A (any subtype),1
20201019,20201025,Influenza - Type A (not subtyped),1
20201019,20201025,Influenza - Type A or B,2
20201019,20201025,Influenza - Type A(H1N1)pdm09,0
20201019,20201025,Influenza - Type A(H3),0
20201019,20201025,Influenza - Type B,1
20201019,20201025,Mycoplasma pneumoniae,0
20201019,20201025,Parainfluenza virus,0
20201019,20201025,Respiratory syncytial virus,2
20201019,20201025,Rhinovirus,90
20201019,20201025,Seasonal coronavirus (Non-SARS-CoV-2),1
20201026,20201101,Adenovirus,17
20201026,20201101,Human metapneumovirus,4
20201026,20201101,Influenza - Type A (any subtype),2
20201026,20201101,Influenza - Type A (not subtyped),0
20201026,20201101,Influenza - Type A or B,3
20201026,20201101,Influenza - Type A(H1N1)pdm09,2
20201026,20201101,Influenza - Type A(H3),0
20201026,20201101,Influenza - Type B,1
20201026,20201101,Mycoplasma pneumoniae,0
20201026,20201101,Parainfluenza virus,0
20201026,20201101,Respiratory syncytial virus,0
20201026,20201101,Rhinovirus,72
20201026,20201101,Seasonal coronavirus (Non-SARS-CoV-2),3
20201102,20201108,Adenovirus,17
20201102,20201108,Human metapneumovirus,7
20201102,20201108,Influenza - Type A (any subtype),0
20201102,20201108,Influenza - Type A (not subtyped),0
20201102,20201108,Influenza - Type A or B,3
20201102,20201108,Influenza - Type A(H1N1)pdm09,0
20201102,20201108,Influenza - Type A(H3),0
20201102,20201108,Influenza - Type B,3
20201102,20201108,Mycoplasma pneumoniae,0
20201102,20201108,Parainfluenza virus,0
20201102,20201108,Respiratory syncytial virus,0
20201102,20201108,Rhinovirus,93
20201102,20201108,Seasonal coronavirus (Non-SARS-CoV-2),0
20201109,20201115,Adenovirus,14
20201109,20201115,Human metapneumovirus,11
20201109,20201115,Influenza - Type A (any subtype),3
20201109,20201115,Influenza - Type A (not subtyped),3
20201109,20201115,Influenza - Type A or B,6
20201109,20201115,Influenza - Type A(H1N1)pdm09,0
20201109,20201115,Influenza - Type A(H3),0
20201109,20201115,Influenza - Type B,3
20201109,20201115,Mycoplasma pneumoniae,0
20201109,20201115,Parainfluenza virus,3
20201109,20201115,Respiratory syncytial virus,1
20201109,20201115,Rhinovirus,88
20201109,20201115,Seasonal coronavirus (Non-SARS-CoV-2),1
20201116,20201122,Adenovirus,13
20201116,20201122,Human metapneumovirus,2
20201116,20201122,Influenza - Type A (any subtype),0
20201116,20201122,Influenza - Type A (not subtyped),0
20201116,20201122,Influenza - Type A or B,1
20201116,20201122,Influenza - Type A(H1N1)pdm09,0
20201116,20201122,Influenza - Type A(H3),0
20201116,20201122,Influenza - Type B,1
20201116,20201122,Mycoplasma pneumoniae,1
20201116,20201122,Parainfluenza virus,1
20201116,20201122,Respiratory syncytial virus,0
20201116,20201122,Rhinovirus,72
20201116,20201122,Seasonal coronavirus (Non-SARS-CoV-2),1
20201123,20201129,Adenovirus,19
20201123,20201129,Human metapneumovirus,6
20201123,20201129,Influenza - Type A (any subtype),4
20201123,20201129,Influenza - Type A (not subtyped),0
20201123,20201129,Influenza - Type A or B,6
20201123,20201129,Influenza - Type A(H1N1)pdm09,1
20201123,20201129,Influenza - Type A(H3),3
20201123,20201129,Influenza - Type B,2
20201123,20201129,Mycoplasma pneumoniae,0
20201123,20201129,Parainfluenza virus,2
20201123,20201129,Respiratory syncytial virus,0
20201123,20201129,Rhinovirus,76
20201123,20201129,Seasonal coronavirus (Non-SARS-CoV-2),6
20201130,20201206,Adenovirus,25
20201130,20201206,Human metapneumovirus,11
20201130,20201206,Influenza - Type A (any subtype),2
20201130,20201206,Influenza - Type A (not subtyped),1
20201130,20201206,Influenza - Type A or B,5
20201130,20201206,Influenza - Type A(H1N1)pdm09,0
20201130,20201206,Influenza - Type A(H3),1
20201130,20201206,Influenza - Type B,3
20201130,20201206,Mycoplasma pneumoniae,0
20201130,20201206,Parainfluenza virus,1
20201130,20201206,Respiratory syncytial virus,5
20201130,20201206,Rhinovirus,90
20201130,20201206,Seasonal coronavirus (Non-SARS-CoV-2),4
20201207,20201213,Adenovirus,23
20201207,20201213,Human metapneumovirus,3
20201207,20201213,Influenza - Type A (any subtype),0
20201207,20201213,Influenza - Type A (not subtyped),0
20201207,20201213,Influenza - Type A or B,3
20201207,20201213,Influenza - Type A(H1N1)pdm09,0
20201207,20201213,Influenza - Type A(H3),0
20201207,20201213,Influenza - Type B,3
20201207,20201213,Mycoplasma pneumoniae,0
20201207,20201213,Parainfluenza virus,1
20201207,20201213,Respiratory syncytial virus,0
20201207,20201213,Rhinovirus,137
20201207,20201213,Seasonal coronavirus (Non-SARS-CoV-2),4
20201214,20201220,Adenovirus,40
20201214,20201220,Human metapneumovirus,1
20201214,20201220,Influenza - Type A (any subtype),1
20201214,20201220,Influenza - Type A (not subtyped),0
20201214,20201220,Influenza - Type A or B,2
20201214,20201220,Influenza - Type A(H1N1)pdm09,1
20201214,20201220,Influenza - Type A(H3),0
20201214,20201220,Influenza - Type B,1
20201214,20201220,Mycoplasma pneumoniae,0
20201214,20201220,Parainfluenza virus,1
20201214,20201220,Respiratory syncytial virus,1
20201214,20201220,Rhinovirus,142
20201214,20201220,Seasonal coronavirus (Non-SARS-CoV-2),1
20201221,20201227,Adenovirus,32
20201221,20201227,Human metapneumovirus,1
20201221,20201227,Influenza - Type A (any subtype),1
20201221,20201227,Influenza - Type A (not subtyped),0
20201221,20201227,Influenza - Type A or B,1
20201221,20201227,Influenza - Type A(H1N1)pdm09,0
20201221,20201227,Influenza - Type A(H3),1
20201221,20201227,Influenza - Type B,0
20201221,20201227,Mycoplasma pneumoniae,1
20201221,20201227,Parainfluenza virus,3
20201221,20201227,Respiratory syncytial virus,0
20201221,20201227,Rhinovirus,113
20201221,20201227,Seasonal coronavirus (Non-SARS-CoV-2),3
20201228,20210103,Adenovirus,28
20201228,20210103,Human metapneumovirus,1
20201228,20210103,Influenza - Type A (any subtype),1
20201228,20210103,Influenza - Type A (not subtyped),0
20201228,20210103,Influenza - Type A or B,1
20201228,20210103,Influenza - Type A(H1N1)pdm09,0
20201228,20210103,Influenza - Type A(H3),1
20201228,20210103,Influenza - Type B,0
20201228,20210103,Mycoplasma pneumoniae,0
20201228,20210103,Parainfluenza virus,0
20201228,20210103,Respiratory syncytial virus,0
20201228,20210103,Rhinovirus,81
20201228,20210103,Seasonal coronavirus (Non-SARS-CoV-2),2
20210104,20210110,Adenovirus,18
20210104,20210110,Human metapneumovirus,2
20210104,20210110,Influenza - Type A (any subtype),1
20210104,20210110,Influenza - Type A (not subtyped),0
20210104,20210110,Influenza - Type A or B,3
20210104,20210110,Influenza - Type A(H1N1)pdm09,0
20210104,20210110,Influenza - Type A(H3),1
20210104,20210110,Influenza - Type B,2
20210104,20210110,Mycoplasma pneumoniae,0
20210104,20210110,Parainfluenza virus,5
20210104,20210110,Respiratory syncytial virus,0
20210104,20210110,Rhinovirus,50
20210104,20210110,Seasonal coronavirus (Non-SARS-CoV-2),2
20210111,20210117,Adenovirus,15
20210111,20210117,Human metapneumovirus,3
20210111,20210117,Influenza - Type A (any subtype),0
20210111,20210117,Influenza - Type A (not subtyped),0
20210111,20210117,Influenza - Type A or B,1
20210111,20210117,Influenza - Type A(H1N1)pdm09,0
20210111,20210117,Influenza - Type A(H3),0
20210111,20210117,Influenza - Type B,1
20210111,20210117,Mycoplasma pneumoniae,1
20210111,20210117,Parainfluenza virus,5
20210111,20210117,Respiratory syncytial virus,0
20210111,20210117,Rhinovirus,38
20210111,20210117,Seasonal coronavirus (Non-SARS-CoV-2),2
20210118,20210124,Adenovirus,12
20210118,20210124,Human metapneumovirus,6
20210118,20210124,Influenza - Type A (any subtype),3
20210118,20210124,Influenza - Type A (not subtyped),2
20210118,20210124,Influenza - Type A or B,3
20210118,20210124,Influenza - Type A(H1N1)pdm09,0
20210118,20210124,Influenza - Type A(H3),1
20210118,20210124,Influenza - Type B,0
20210118,20210124,Mycoplasma pneumoniae,0
20210118,20210124,Parainfluenza virus,3
20210118,20210124,Respiratory syncytial virus,1
20210118,20210124,Rhinovirus,34
20210118,20210124,Seasonal coronavirus (Non-SARS-CoV-2),3
20210125,20210131,Adenovirus,15
20210125,20210131,Human metapneumovirus,3
20210125,20210131,Influenza - Type A (any subtype),1
20210125,20210131,Influenza - Type A (not subtyped),1
20210125,20210131,Influenza - Type A or B,1
20210125,20210131,Influenza - Type A(H1N1)pdm09,0
20210125,20210131,Influenza - Type A(H3),0
20210125,20210131,Influenza - Type B,0
20210125,20210131,Mycoplasma pneumoniae,0
20210125,20210131,Parainfluenza virus,0
20210125,20210131,Respiratory syncytial virus,1
20210125,20210131,Rhinovirus,30
20210125,20210131,Seasonal coronavirus (Non-SARS-CoV-2),0
20210201,20210207,Adenovirus,20
20210201,20210207,Human metapneumovirus,2
20210201,20210207,Influenza - Type A (any subtype),0
20210201,20210207,Influenza - Type A (not subtyped),0
20210201,20210207,Influenza - Type A or B,0
20210201,20210207,Influenza - Type A(H1N1)pdm09,0
20210201,20210207,Influenza - Type A(H3),0
20210201,20210207,Influenza - Type B,0
20210201,20210207,Mycoplasma pneumoniae,0
20210201,20210207,Parainfluenza virus,1
20210201,20210207,Respiratory syncytial virus,0
20210201,20210207,Rhinovirus,18
20210201,20210207,Seasonal coronavirus (Non-SARS-CoV-2),3
20210208,20210214,Adenovirus,8
20210208,20210214,Human metapneumovirus,1
20210208,20210214,Influenza - Type A (any subtype),1
20210208,20210214,Influenza - Type A (not subtyped),1
20210208,20210214,Influenza - Type A or B,1
20210208,20210214,Influenza - Type A(H1N1)pdm09,0
20210208,20210214,Influenza - Type A(H3),0
20210208,20210214,Influenza - Type B,0
20210208,20210214,Mycoplasma pneumoniae,1
20210208,20210214,Parainfluenza virus,2
20210208,20210214,Respiratory syncytial virus,0
20210208,20210214,Rhinovirus,20
20210208,20210214,Seasonal coronavirus (Non-SARS-CoV-2),2
20210215,20210221,Adenovirus,13
20210215,20210221,Human metapneumovirus,3
20210215,20210221,Influenza - Type A (any subtype),1
20210215,20210221,Influenza - Type A (not subtyped),1
20210215,20210221,Influenza - Type A or B,1
20210215,20210221,Influenza - Type A(H1N1)pdm09,0
20210215,20210221,Influenza - Type A(H3),0
20210215,20210221,Influenza - Type B,0
20210215,20210221,Mycoplasma pneumoniae,0
20210215,20210221,Parainfluenza virus,2
20210215,20210221,Respiratory syncytial virus,0
20210215,20210221,Rhinovirus,23
20210215,20210221,Seasonal coronavirus (Non-SARS-CoV-2),2
20210222,20210228,Adenovirus,16
20210222,20210228,Human metapneumovirus,1
20210222,20210228,Influenza - Type A (any subtype),2
20210222,20210228,Influenza - Type A (not subtyped),2
20210222,20210228,Influenza - Type A or B,4
20210222,20210228,Influenza - Type A(H1N1)pdm09,0
20210222,20210228,Influenza - Type A(H3),0
20210222,20210228,Influenza - Type B,2
20210222,20210228,Mycoplasma pneumoniae,0
20210222,20210228,Parainfluenza virus,2
20210222,20210228,Respiratory syncytial virus,0
20210222,20210228,Rhinovirus,19
20210222,20210228,Seasonal coronavirus (Non-SARS-CoV-2),6
20210301,20210307,Adenovirus,10
20210301,20210307,Human metapneumovirus,1
20210301,20210307,Influenza - Type A (any subtype),2
20210301,20210307,Influenza - Type A (not subtyped),1
20210301,20210307,Influenza - Type A or B,3
20210301,20210307,Influenza - Type A(H1N1)pdm09,0
20210301,20210307,Influenza - Type A(H3),1
20210301,20210307,Influenza - Type B,1
20210301,20210307,Mycoplasma pneumoniae,0
20210301,20210307,Parainfluenza virus,1
20210301,20210307,Respiratory syncytial virus,0
20210301,20210307,Rhinovirus,42
20210301,20210307,Seasonal coronavirus (Non-SARS-CoV-2),6
20210308,20210314,Adenovirus,22
20210308,20210314,Human metapneumovirus,1
20210308,20210314,Influenza - Type A (any subtype),0
20210308,20210314,Influenza - Type A (not subtyped),0
20210308,20210314,Influenza - Type A or B,3
20210308,20210314,Influenza - Type A(H1N1)pdm09,0
20210308,20210314,Influenza - Type A(H3),0
20210308,20210314,Influenza - Type B,3
20210308,20210314,Mycoplasma pneumoniae,0
20210308,20210314,Parainfluenza virus,5
20210308,20210314,Respiratory syncytial virus,1
20210308,20210314,Rhinovirus,81
20210308,20210314,Seasonal coronavirus (Non-SARS-CoV-2),6
20210315,20210321,Adenovirus,19
20210315,20210321,Human metapneumovirus,2
20210315,20210321,Influenza - Type A (any subtype),0
20210315,20210321,Influenza - Type A (not subtyped),0
20210315,20210321,Influenza - Type A or B,0
20210315,20210321,Influenza - Type A(H1N1)pdm09,0
20210315,20210321,Influenza - Type A(H3),0
20210315,20210321,Influenza - Type B,0
20210315,20210321,Mycoplasma pneumoniae,0
20210315,20210321,Parainfluenza virus,7
20210315,20210321,Respiratory syncytial virus,1
20210315,20210321,Rhinovirus,137
20210315,20210321,Seasonal coronavirus (Non-SARS-CoV-2),5
20210322,20210328,Adenovirus,20
20210322,20210328,Human metapneumovirus,0
20210322,20210328,Influenza - Type A (any subtype),0
20210322,20210328,Influenza - Type A (not subtyped),0
20210322,20210328,Influenza - Type A or B,2
20210322,20210328,Influenza - Type A(H1N1)pdm09,0
20210322,20210328,Influenza - Type A(H3),0
20210322,20210328,Influenza - Type B,2
20210322,20210328,Mycoplasma pneumoniae,0
20210322,20210328,Parainfluenza virus,2
20210322,20210328,Respiratory syncytial virus,4
20210322,20210328,Rhinovirus,206
20210322,20210328,Seasonal coronavirus (Non-SARS-CoV-2),9
20210329,20210404,Adenovirus,27
20210329,20210404,Human metapneumovirus,3
20210329,20210404,Influenza - Type A (any subtype),0
20210329,20210404,Influenza - Type A (not subtyped),0
20210329,20210404,Influenza - Type A or B,1
20210329,20210404,Influenza - Type A(H1N1)pdm09,0
20210329,20210404,Influenza - Type A(H3),0
20210329,20210404,Influenza - Type B,1
20210329,20210404,Mycoplasma pneumoniae,0
20210329,20210404,Parainfluenza virus,9
20210329,20210404,Respiratory syncytial virus,3
20210329,20210404,Rhinovirus,214
20210329,20210404,Seasonal coronavirus (Non-SARS-CoV-2),10
20210405,20210411,Adenovirus,23
20210405,20210411,Human metapneumovirus,5
20210405,20210411,Influenza - Type A (any subtype),0
20210405,20210411,Influenza - Type A (not subtyped),0
20210405,20210411,Influenza - Type A or B,0
20210405,20210411,Influenza - Type A(H1N1)pdm09,0
20210405,20210411,Influenza - Type A(H3),0
20210405,20210411,Influenza - Type B,0
20210405,20210411,Mycoplasma pneumoniae,0
20210405,20210411,Parainfluenza virus,7
20210405,20210411,Respiratory syncytial virus,1
20210405,20210411,Rhinovirus,183
20210405,20210411,Seasonal coronavirus (Non-SARS-CoV-2),3
20210412,20210418,Adenovirus,29
20210412,20210418,Human metapneumovirus,3
20210412,20210418,Influenza - Type A (any subtype),0
20210412,20210418,Influenza - Type A (not subtyped),0
20210412,20210418,Influenza - Type A or B,1
20210412,20210418,Influenza - Type A(H1N1)pdm09,0
20210412,20210418,Influenza - Type A(H3),0
20210412,20210418,Influenza - Type B,1
20210412,20210418,Mycoplasma pneumoniae,0
20210412,20210418,Parainfluenza virus,21
20210412,20210418,Respiratory syncytial virus,0
20210412,20210418,Rhinovirus,168
20210412,20210418,Seasonal coronavirus (Non-SARS-CoV-2),19
20210419,20210425,Adenovirus,38
20210419,20210425,Human metapneumovirus,1
20210419,20210425,Influenza - Type A (any subtype),1
20210419,20210425,Influenza - Type A (not subtyped),0
20210419,20210425,Influenza - Type A or B,2
20210419,20210425,Influenza - Type A(H1N1)pdm09,0
20210419,20210425,Influenza - Type A(H3),1
20210419,20210425,Influenza - Type B,1
20210419,20210425,Mycoplasma pneumoniae,0
20210419,20210425,Parainfluenza virus,31
20210419,20210425,Respiratory syncytial virus,0
20210419,20210425,Rhinovirus,169
20210419,20210425,Seasonal coronavirus (Non-SARS-CoV-2),10
20210426,20210502,Adenovirus,30
20210426,20210502,Human metapneumovirus,8
20210426,20210502,Influenza - Type A (any subtype),0
20210426,20210502,Influenza - Type A (not subtyped),0
20210426,20210502,Influenza - Type A or B,1
20210426,20210502,Influenza - Type A(H1N1)pdm09,0
20210426,20210502,Influenza - Type A(H3),0
20210426,20210502,Influenza - Type B,1
20210426,20210502,Mycoplasma pneumoniae,0
20210426,20210502,Parainfluenza virus,22
