WeekBeginning,WeekEnding,Pathogen,NumberCasesPerWeek
20161003,20161009,Adenovirus,36
20161003,20161009,Human metapneumovirus,10
20161003,20161009,Influenza - Type A (any subtype),7
20161003,20161009,Influenza - Type A (not subtyped),0
20161003,20161009,Influenza - Type A or B,8
20161003,20161009,Influenza - Type A(H1N1)pdm09,3
20161003,20161009,Influenza - Type A(H3),4
20161003,20161009,Influenza - Type B,3
20161003,20161009,Mycoplasma pneumoniae,19
20161003,20161009,Parainfluenza virus,31
20161003,20161009,Respiratory syncytial virus,70
20161003,20161009,Rhinovirus,173
20161003,20161009,Seasonal coronavirus (Non-SARS-CoV-2),6
20161010,20161016,Adenovirus,41
20161010,20161016,Human metapneumovirus,7
20161010,20161016,Influenza - Type A (any subtype),4
20161010,20161016,Influenza - Type A (not subtyped),1
20161010,20161016,Influenza - Type A or B,4
20161010,20161016,Influenza - Type A(H1N1)pdm09,1
20161010,20161016,Influenza - Type A(H3),2
20161010,20161016,Influenza - Type B,0
20161010,20161016,Mycoplasma pneumoniae,23
20161010,20161016,Parainfluenza virus,32
20161010,20161016,Respiratory syncytial virus,96
20161010,20161016,Rhinovirus,171
20161010,20161016,Seasonal coronavirus (Non-SARS-CoV-2),3
20161017,20161023,Adenovirus,49
20161017,20161023,Human metapneumovirus,5
20161017,20161023,Influenza - Type A (any subtype),4
20161017,20161023,Influenza - Type A (not subtyped),3
20161017,20161023,Influenza - Type A or B,4
20161017,20161023,Influenza - Type A(H1N1)pdm09,0
20161017,20161023,Influenza - Type A(H3),1
20161017,20161023,Influenza - Type B,0
20161017,20161023,Mycoplasma pneumoniae,31
20161017,20161023,Parainfluenza virus,34
20161017,20161023,Respiratory syncytial virus,118
20161017,20161023,Rhinovirus,134
20161017,20161023,Seasonal coronavirus (Non-SARS-CoV-2),6
20161024,20161030,Adenovirus,36
20161024,20161030,Human metapneumovirus,7
20161024,20161030,Influenza - Type A (any subtype),2
20161024,20161030,Influenza - Type A (not subtyped),1
20161024,20161030,Influenza - Type A or B,3
20161024,20161030,Influenza - Type A(H1N1)pdm09,0
20161024,20161030,Influenza - Type A(H3),1
20161024,20161030,Influenza - Type B,1
20161024,20161030,Mycoplasma pneumoniae,39
20161024,20161030,Parainfluenza virus,28
20161024,20161030,Respiratory syncytial virus,144
20161024,20161030,Rhinovirus,151
20161024,20161030,Seasonal coronavirus (Non-SARS-CoV-2),5
20161031,20161106,Adenovirus,46
20161031,20161106,Human metapneumovirus,16
20161031,20161106,Influenza - Type A (any subtype),8
20161031,20161106,Influenza - Type A (not subtyped),0
20161031,20161106,Influenza - Type A or B,9
20161031,20161106,Influenza - Type A(H1N1)pdm09,0
20161031,20161106,Influenza - Type A(H3),8
20161031,20161106,Influenza - Type B,1
20161031,20161106,Mycoplasma pneumoniae,38
20161031,20161106,Parainfluenza virus,23
20161031,20161106,Respiratory syncytial virus,165
20161031,20161106,Rhinovirus,161
20161031,20161106,Seasonal coronavirus (Non-SARS-CoV-2),5
20161107,20161113,Adenovirus,52
20161107,20161113,Human metapneumovirus,14
20161107,20161113,Influenza - Type A (any subtype),12
20161107,20161113,Influenza - Type A (not subtyped),2
20161107,20161113,Influenza - Type A or B,13
20161107,20161113,Influenza - Type A(H1N1)pdm09,0
20161107,20161113,Influenza - Type A(H3),10
20161107,20161113,Influenza - Type B,1
20161107,20161113,Mycoplasma pneumoniae,27
20161107,20161113,Parainfluenza virus,35
20161107,20161113,Respiratory syncytial virus,243
20161107,20161113,Rhinovirus,161
20161107,20161113,Seasonal coronavirus (Non-SARS-CoV-2),9
20161114,20161120,Adenovirus,48
20161114,20161120,Human metapneumovirus,12
20161114,20161120,Influenza - Type A (any subtype),17
20161114,20161120,Influenza - Type A (not subtyped),2
20161114,20161120,Influenza - Type A or B,17
20161114,20161120,Influenza - Type A(H1N1)pdm09,1
20161114,20161120,Influenza - Type A(H3),15
20161114,20161120,Influenza - Type B,1
20161114,20161120,Mycoplasma pneumoniae,40
20161114,20161120,Parainfluenza virus,24
20161114,20161120,Respiratory syncytial virus,272
20161114,20161120,Rhinovirus,177
20161114,20161120,Seasonal coronavirus (Non-SARS-CoV-2),13
20161121,20161127,Adenovirus,49
20161121,20161127,Human metapneumovirus,12
20161121,20161127,Influenza - Type A (any subtype),31
20161121,20161127,Influenza - Type A (not subtyped),11
20161121,20161127,Influenza - Type A or B,34
20161121,20161127,Influenza - Type A(H1N1)pdm09,2
20161121,20161127,Influenza - Type A(H3),18
20161121,20161127,Influenza - Type B,6
20161121,20161127,Mycoplasma pneumoniae,27
20161121,20161127,Parainfluenza virus,25
20161121,20161127,Respiratory syncytial virus,257
20161121,20161127,Rhinovirus,154
20161121,20161127,Seasonal coronavirus (Non-SARS-CoV-2),13
20161128,20161204,Adenovirus,42
20161128,20161204,Human metapneumovirus,16
20161128,20161204,Influenza - Type A (any subtype),53
20161128,20161204,Influenza - Type A (not subtyped),17
20161128,20161204,Influenza - Type A or B,55
20161128,20161204,Influenza - Type A(H1N1)pdm09,0
20161128,20161204,Influenza - Type A(H3),36
20161128,20161204,Influenza - Type B,2
20161128,20161204,Mycoplasma pneumoniae,35
20161128,20161204,Parainfluenza virus,34
20161128,20161204,Respiratory syncytial virus,269
20161128,20161204,Rhinovirus,163
20161128,20161204,Seasonal coronavirus (Non-SARS-CoV-2),17
20161205,20161211,Adenovirus,72
20161205,20161211,Human metapneumovirus,24
20161205,20161211,Influenza - Type A (any subtype),74
20161205,20161211,Influenza - Type A (not subtyped),19
20161205,20161211,Influenza - Type A or B,78
20161205,20161211,Influenza - Type A(H1N1)pdm09,0
20161205,20161211,Influenza - Type A(H3),55
20161205,20161211,Influenza - Type B,4
20161205,20161211,Mycoplasma pneumoniae,44
20161205,20161211,Parainfluenza virus,29
20161205,20161211,Respiratory syncytial virus,274
20161205,20161211,Rhinovirus,173
20161205,20161211,Seasonal coronavirus (Non-SARS-CoV-2),31
20161212,20161218,Adenovirus,61
20161212,20161218,Human metapneumovirus,26
20161212,20161218,Influenza - Type A (any subtype),146
20161212,20161218,Influenza - Type A (not subtyped),58
20161212,20161218,Influenza - Type A or B,151
20161212,20161218,Influenza - Type A(H1N1)pdm09,2
20161212,20161218,Influenza - Type A(H3),87
20161212,20161218,Influenza - Type B,5
20161212,20161218,Mycoplasma pneumoniae,29
20161212,20161218,Parainfluenza virus,30
20161212,20161218,Respiratory syncytial virus,238
20161212,20161218,Rhinovirus,136
20161212,20161218,Seasonal coronavirus (Non-SARS-CoV-2),44
20161219,20161225,Adenovirus,73
20161219,20161225,Human metapneumovirus,33
20161219,20161225,Influenza - Type A (any subtype),192
20161219,20161225,Influenza - Type A (not subtyped),70
20161219,20161225,Influenza - Type A or B,205
20161219,20161225,Influenza - Type A(H1N1)pdm09,3
20161219,20161225,Influenza - Type A(H3),119
20161219,20161225,Influenza - Type B,14
20161219,20161225,Mycoplasma pneumoniae,22
20161219,20161225,Parainfluenza virus,25
20161219,20161225,Respiratory syncytial virus,213
20161219,20161225,Rhinovirus,167
20161219,20161225,Seasonal coronavirus (Non-SARS-CoV-2),39
20161226,20170101,Adenovirus,59
20161226,20170101,Human metapneumovirus,56
20161226,20170101,Influenza - Type A (any subtype),283
20161226,20170101,Influenza - Type A (not subtyped),87
20161226,20170101,Influenza - Type A or B,307
20161226,20170101,Influenza - Type A(H1N1)pdm09,0
20161226,20170101,Influenza - Type A(H3),196
20161226,20170101,Influenza - Type B,25
20161226,20170101,Mycoplasma pneumoniae,37
20161226,20170101,Parainfluenza virus,31
20161226,20170101,Respiratory syncytial virus,235
20161226,20170101,Rhinovirus,129
20161226,20170101,Seasonal coronavirus (Non-SARS-CoV-2),63
20170102,20170108,Adenovirus,66
20170102,20170108,Human metapneumovirus,53
20170102,20170108,Influenza - Type A (any subtype),317
20170102,20170108,Influenza - Type A (not subtyped),112
20170102,20170108,Influenza - Type A or B,337
20170102,20170108,Influenza - Type A(H1N1)pdm09,2
20170102,20170108,Influenza - Type A(H3),203
20170102,20170108,Influenza - Type B,20
20170102,20170108,Mycoplasma pneumoniae,27
20170102,20170108,Parainfluenza virus,38
20170102,20170108,Respiratory syncytial virus,183
20170102,20170108,Rhinovirus,106
20170102,20170108,Seasonal coronavirus (Non-SARS-CoV-2),82
20170109,20170115,Adenovirus,58
20170109,20170115,Human metapneumovirus,30
20170109,20170115,Influenza - Type A (any subtype),292
20170109,20170115,Influenza - Type A (not subtyped),110
20170109,20170115,Influenza - Type A or B,306
20170109,20170115,Influenza - Type A(H1N1)pdm09,0
20170109,20170115,Influenza - Type A(H3),182
20170109,20170115,Influenza - Type B,14
20170109,20170115,Mycoplasma pneumoniae,40
20170109,20170115,Parainfluenza virus,40
20170109,20170115,Respiratory syncytial virus,116
20170109,20170115,Rhinovirus,101
20170109,20170115,Seasonal coronavirus (Non-SARS-CoV-2),79
20170116,20170122,Adenovirus,59
20170116,20170122,Human metapneumovirus,23
20170116,20170122,Influenza - Type A (any subtype),269
20170116,20170122,Influenza - Type A (not subtyped),114
20170116,20170122,Influenza - Type A or B,289
20170116,20170122,Influenza - Type A(H1N1)pdm09,1
20170116,20170122,Influenza - Type A(H3),154
20170116,20170122,Influenza - Type B,20
20170116,20170122,Mycoplasma pneumoniae,44
20170116,20170122,Parainfluenza virus,27
20170116,20170122,Respiratory syncytial virus,84
20170116,20170122,Rhinovirus,97
20170116,20170122,Seasonal coronavirus (Non-SARS-CoV-2),69
20170123,20170129,Adenovirus,57
20170123,20170129,Human metapneumovirus,22
20170123,20170129,Influenza - Type A (any subtype),202
20170123,20170129,Influenza - Type A (not subtyped),70
20170123,20170129,Influenza - Type A or B,224
20170123,20170129,Influenza - Type A(H1N1)pdm09,0
20170123,20170129,Influenza - Type A(H3),132
20170123,20170129,Influenza - Type B,22
20170123,20170129,Mycoplasma pneumoniae,29
20170123,20170129,Parainfluenza virus,20
20170123,20170129,Respiratory syncytial virus,49
20170123,20170129,Rhinovirus,118
20170123,20170129,Seasonal coronavirus (Non-SARS-CoV-2),86
20170130,20170205,Adenovirus,50
20170130,20170205,Human metapneumovirus,28
20170130,20170205,Influenza - Type A (any subtype),197
20170130,20170205,Influenza - Type A (not subtyped),74
20170130,20170205,Influenza - Type A or B,222
20170130,20170205,Influenza - Type A(H1N1)pdm09,0
20170130,20170205,Influenza - Type A(H3),123
20170130,20170205,Influenza - Type B,25
20170130,20170205,Mycoplasma pneumoniae,24
20170130,20170205,Parainfluenza virus,25
20170130,20170205,Respiratory syncytial virus,37
20170130,20170205,Rhinovirus,141
20170130,20170205,Seasonal coronavirus (Non-SARS-CoV-2),90
20170206,20170212,Adenovirus,47
20170206,20170212,Human metapneumovirus,24
20170206,20170212,Influenza - Type A (any subtype),205
20170206,20170212,Influenza - Type A (not subtyped),64
20170206,20170212,Influenza - Type A or B,222
20170206,20170212,Influenza - Type A(H1N1)pdm09,0
20170206,20170212,Influenza - Type A(H3),141
20170206,20170212,Influenza - Type B,17
20170206,20170212,Mycoplasma pneumoniae,14
20170206,20170212,Parainfluenza virus,22
20170206,20170212,Respiratory syncytial virus,27
20170206,20170212,Rhinovirus,125
20170206,20170212,Seasonal coronavirus (Non-SARS-CoV-2),87
20170213,20170219,Adenovirus,51
20170213,20170219,Human metapneumovirus,32
20170213,20170219,Influenza - Type A (any subtype),189
20170213,20170219,Influenza - Type A (not subtyped),64
20170213,20170219,Influenza - Type A or B,213
20170213,20170219,Influenza - Type A(H1N1)pdm09,0
20170213,20170219,Influenza - Type A(H3),125
20170213,20170219,Influenza - Type B,25
20170213,20170219,Mycoplasma pneumoniae,13
20170213,20170219,Parainfluenza virus,26
20170213,20170219,Respiratory syncytial virus,21
20170213,20170219,Rhinovirus,88
20170213,20170219,Seasonal coronavirus (Non-SARS-CoV-2),86
20170220,20170226,Adenovirus,59
20170220,20170226,Human metapneumovirus,24
20170220,20170226,Influenza - Type A (any subtype),144
20170220,20170226,Influenza - Type A (not subtyped),44
20170220,20170226,Influenza - Type A or B,179
20170220,20170226,Influenza - Type A(H1N1)pdm09,1
20170220,20170226,Influenza - Type A(H3),99
20170220,20170226,Influenza - Type B,35
20170220,20170226,Mycoplasma pneumoniae,22
20170220,20170226,Parainfluenza virus,26
20170220,20170226,Respiratory syncytial virus,14
20170220,20170226,Rhinovirus,96
20170220,20170226,Seasonal coronavirus (Non-SARS-CoV-2),67
20170227,20170305,Adenovirus,54
20170227,20170305,Human metapneumovirus,32
20170227,20170305,Influenza - Type A (any subtype),129
20170227,20170305,Influenza - Type A (not subtyped),48
20170227,20170305,Influenza - Type A or B,157
20170227,20170305,Influenza - Type A(H1N1)pdm09,0
20170227,20170305,Influenza - Type A(H3),81
20170227,20170305,Influenza - Type B,28
20170227,20170305,Mycoplasma pneumoniae,12
20170227,20170305,Parainfluenza virus,37
20170227,20170305,Respiratory syncytial virus,14
20170227,20170305,Rhinovirus,112
20170227,20170305,Seasonal coronavirus (Non-SARS-CoV-2),61
20170306,20170312,Adenovirus,77
20170306,20170312,Human metapneumovirus,41
20170306,20170312,Influenza - Type A (any subtype),84
20170306,20170312,Influenza - Type A (not subtyped),31
20170306,20170312,Influenza - Type A or B,149
20170306,20170312,Influenza - Type A(H1N1)pdm09,0
20170306,20170312,Influenza - Type A(H3),53
20170306,20170312,Influenza - Type B,66
20170306,20170312,Mycoplasma pneumoniae,14
20170306,20170312,Parainfluenza virus,44
20170306,20170312,Respiratory syncytial virus,14
20170306,20170312,Rhinovirus,114
20170306,20170312,Seasonal coronavirus (Non-SARS-CoV-2),53
20170313,20170319,Adenovirus,81
20170313,20170319,Human metapneumovirus,38
20170313,20170319,Influenza - Type A (any subtype),78
20170313,20170319,Influenza - Type A (not subtyped),29
20170313,20170319,Influenza - Type A or B,156
20170313,20170319,Influenza - Type A(H1N1)pdm09,0
20170313,20170319,Influenza - Type A(H3),49
20170313,20170319,Influenza - Type B,78
20170313,20170319,Mycoplasma pneumoniae,15
20170313,20170319,Parainfluenza virus,58
20170313,20170319,Respiratory syncytial virus,9
20170313,20170319,Rhinovirus,131
20170313,20170319,Seasonal coronavirus (Non-SARS-CoV-2),40
20170320,20170326,Adenovirus,69
20170320,20170326,Human metapneumovirus,27
20170320,20170326,Influenza - Type A (any subtype),70
20170320,20170326,Influenza - Type A (not subtyped),26
20170320,20170326,Influenza - Type A or B,148
20170320,20170326,Influenza - Type A(H1N1)pdm09,2
20170320,20170326,Influenza - Type A(H3),42
20170320,20170326,Influenza - Type B,78
20170320,20170326,Mycoplasma pneumoniae,22
20170320,20170326,Parainfluenza virus,61
20170320,20170326,Respiratory syncytial virus,12
20170320,20170326,Rhinovirus,111
20170320,20170326,Seasonal coronavirus (Non-SARS-CoV-2),42
20170327,20170402,Adenovirus,72
20170327,20170402,Human metapneumovirus,23
20170327,20170402,Influenza - Type A (any subtype),49
20170327,20170402,Influenza - Type A (not subtyped),19
20170327,20170402,Influenza - Type A or B,145
20170327,20170402,Influenza - Type A(H1N1)pdm09,0
20170327,20170402,Influenza - Type A(H3),30
20170327,20170402,Influenza - Type B,97
20170327,20170402,Mycoplasma pneumoniae,20
20170327,20170402,Parainfluenza virus,67
20170327,20170402,Respiratory syncytial virus,7
20170327,20170402,Rhinovirus,135
20170327,20170402,Seasonal coronavirus (Non-SARS-CoV-2),33
20170403,20170409,Adenovirus,63
20170403,20170409,Human metapneumovirus,31
20170403,20170409,Influenza - Type A (any subtype),27
20170403,20170409,Influenza - Type A (not subtyped),11
20170403,20170409,Influenza - Type A or B,113
20170403,20170409,Influenza - Type A(H1N1)pdm09,0
20170403,20170409,Influenza - Type A(H3),16
20170403,20170409,Influenza - Type B,86
20170403,20170409,Mycoplasma pneumoniae,9
20170403,20170409,Parainfluenza virus,63
20170403,20170409,Respiratory syncytial virus,11
20170403,20170409,Rhinovirus,117
20170403,20170409,Seasonal coronavirus (Non-SARS-CoV-2),25
20170410,20170416,Adenovirus,67
20170410,20170416,Human metapneumovirus,21
20170410,20170416,Influenza - Type A (any subtype),21
20170410,20170416,Influenza - Type A (not subtyped),11
20170410,20170416,Influenza - Type A or B,95
20170410,20170416,Influenza - Type A(H1N1)pdm09,0
20170410,20170416,Influenza - Type A(H3),10
20170410,20170416,Influenza - Type B,75
20170410,20170416,Mycoplasma pneumoniae,14
20170410,20170416,Parainfluenza virus,67
20170410,20170416,Respiratory syncytial virus,5
20170410,20170416,Rhinovirus,105
20170410,20170416,Seasonal coronavirus (Non-SARS-CoV-2),28
20170417,20170423,Adenovirus,63
20170417,20170423,Human metapneumovirus,21
20170417,20170423,Influenza - Type A (any subtype),14
20170417,20170423,Influenza - Type A (not subtyped),7
20170417,20170423,Influenza - Type A or B,89
20170417,20170423,Influenza - Type A(H1N1)pdm09,0
20170417,20170423,Influenza - Type A(H3),7
20170417,20170423,Influenza - Type B,75
20170417,20170423,Mycoplasma pneumoniae,8
20170417,20170423,Parainfluenza virus,51
20170417,20170423,Respiratory syncytial virus,3
20170417,20170423,Rhinovirus,91
20170417,20170423,Seasonal coronavirus (Non-SARS-CoV-2),17
20170424,20170430,Adenovirus,58
20170424,20170430,Human metapneumovirus,18
20170424,20170430,Influenza - Type A (any subtype),14
20170424,20170430,Influenza - Type A (not subtyped),3
20170424,20170430,Influenza - Type A or B,92
20170424,20170430,Influenza - Type A(H1N1)pdm09,0
20170424,20170430,Influenza - Type A(H3),11
20170424,20170430,Influenza - Type B,78
20170424,20170430,Mycoplasma pneumoniae,16
20170424,20170430,Parainfluenza virus,37
20170424,20170430,Respiratory syncytial virus,6
20170424,20170430,Rhinovirus,113
20170424,20170430,Seasonal coronavirus (Non-SARS-CoV-2),15
20170501,20170507,Adenovirus,47
20170501,20170507,Human metapneumovirus,12
20170501,20170507,Influenza - Type A (any subtype),31
20170501,20170507,Influenza - Type A (not subtyped),13
20170501,20170507,Influenza - Type A or B,110
20170501,20170507,Influenza - Type A(H1N1)pdm09,1
20170501,20170507,Influenza - Type A(H3),17
20170501,20170507,Influenza - Type B,79
20170501,20170507,Mycoplasma pneumoniae,6
20170501,20170507,Parainfluenza virus,49
20170501,20170507,Respiratory syncytial virus,6
20170501,20170507,Rhinovirus,133
20170501,20170507,Seasonal coronavirus (Non-SARS-CoV-2),14
20170508,20170514,Adenovirus,70
20170508,20170514,Human metapneumovirus,14
20170508,20170514,Influenza - Type A (any subtype),18
20170508,20170514,Influenza - Type A (not subtyped),11
20170508,20170514,Influenza - Type A or B,128
20170508,20170514,Influenza - Type A(H1N1)pdm09,0
20170508,20170514,Influenza - Type A(H3),7
20170508,20170514,Influenza - Type B,111
20170508,20170514,Mycoplasma pneumoniae,8
20170508,20170514,Parainfluenza virus,50
20170508,20170514,Respiratory syncytial virus,2
20170508,20170514,Rhinovirus,170
20170508,20170514,Seasonal coronavirus (Non-SARS-CoV-2),12
20170515,20170521,Adenovirus,57
20170515,20170521,Human metapneumovirus,18
20170515,20170521,Influenza - Type A (any subtype),16
20170515,20170521,Influenza - Type A (not subtyped),6
20170515,20170521,Influenza - Type A or B,81
20170515,20170521,Influenza - Type A(H1N1)pdm09,0
20170515,20170521,Influenza - Type A(H3),10
20170515,20170521,Influenza - Type B,66
20170515,20170521,Mycoplasma pneumoniae,9
20170515,20170521,Parainfluenza virus,53
20170515,20170521,Respiratory syncytial virus,5
20170515,20170521,Rhinovirus,169
20170515,20170521,Seasonal coronavirus (Non-SARS-CoV-2),13
20170522,20170528,Adenovirus,60
20170522,20170528,Human metapneumovirus,8
20170522,20170528,Influenza - Type A (any subtype),6
20170522,20170528,Influenza - Type A (not subtyped),4
20170522,20170528,Influenza - Type A or B,46
20170522,20170528,Influenza - Type A(H1N1)pdm09,0
20170522,20170528,Influenza - Type A(H3),2
20170522,20170528,Influenza - Type B,40
20170522,20170528,Mycoplasma pneumoniae,8
20170522,20170528,Parainfluenza virus,44
20170522,20170528,Respiratory syncytial virus,3
20170522,20170528,Rhinovirus,149
20170522,20170528,Seasonal coronavirus (Non-SARS-CoV-2),6
20170529,20170604,Adenovirus,54
20170529,20170604,Human metapneumovirus,7
20170529,20170604,Influenza - Type A (any subtype),10
20170529,20170604,Influenza - Type A (not subtyped),3
20170529,20170604,Influenza - Type A or B,34
20170529,20170604,Influenza - Type A(H1N1)pdm09,2
20170529,20170604,Influenza - Type A(H3),5
20170529,20170604,Influenza - Type B,24
20170529,20170604,Mycoplasma pneumoniae,4
20170529,20170604,Parainfluenza virus,43
20170529,20170604,Respiratory syncytial virus,4
20170529,20170604,Rhinovirus,133
20170529,20170604,Seasonal coronavirus (Non-SARS-CoV-2),6
20170605,20170611,Adenovirus,43
20170605,20170611,Human metapneumovirus,13
20170605,20170611,Influenza - Type A (any subtype),7
20170605,20170611,Influenza - Type A (not subtyped),2
20170605,20170611,Influenza - Type A or B,21
20170605,20170611,Influenza - Type A(H1N1)pdm09,3
20170605,20170611,Influenza - Type A(H3),2
20170605,20170611,Influenza - Type B,14
20170605,20170611,Mycoplasma pneumoniae,7
20170605,20170611,Parainfluenza virus,36
20170605,20170611,Respiratory syncytial virus,1
20170605,20170611,Rhinovirus,110
20170605,20170611,Seasonal coronavirus (Non-SARS-CoV-2),5
20170612,20170618,Adenovirus,41
20170612,20170618,Human metapneumovirus,8
20170612,20170618,Influenza - Type A (any subtype),3
20170612,20170618,Influenza - Type A (not subtyped),1
20170612,20170618,Influenza - Type A or B,16
20170612,20170618,Influenza - Type A(H1N1)pdm09,0
20170612,20170618,Influenza - Type A(H3),2
20170612,20170618,Influenza - Type B,13
20170612,20170618,Mycoplasma pneumoniae,4
20170612,20170618,Parainfluenza virus,24
20170612,20170618,Respiratory syncytial virus,1
20170612,20170618,Rhinovirus,124
20170612,20170618,Seasonal coronavirus (Non-SARS-CoV-2),3
20170619,20170625,Adenovirus,54
20170619,20170625,Human metapneumovirus,7
20170619,20170625,Influenza - Type A (any subtype),4
20170619,20170625,Influenza - Type A (not subtyped),1
20170619,20170625,Influenza - Type A or B,10
20170619,20170625,Influenza - Type A(H1N1)pdm09,0
20170619,20170625,Influenza - Type A(H3),3
20170619,20170625,Influenza - Type B,6
20170619,20170625,Mycoplasma pneumoniae,6
20170619,20170625,Parainfluenza virus,27
20170619,20170625,Respiratory syncytial virus,1
20170619,20170625,Rhinovirus,122
20170619,20170625,Seasonal coronavirus (Non-SARS-CoV-2),3
20170626,20170702,Adenovirus,49
20170626,20170702,Human metapneumovirus,11
20170626,20170702,Influenza - Type A (any subtype),7
20170626,20170702,Influenza - Type A (not subtyped),4
20170626,20170702,Influenza - Type A or B,12
20170626,20170702,Influenza - Type A(H1N1)pdm09,0
20170626,20170702,Influenza - Type A(H3),3
20170626,20170702,Influenza - Type B,5
20170626,20170702,Mycoplasma pneumoniae,7
20170626,20170702,Parainfluenza virus,26
20170626,20170702,Respiratory syncytial virus,1
20170626,20170702,Rhinovirus,137
20170626,20170702,Seasonal coronavirus (Non-SARS-CoV-2),11
20170703,20170709,Adenovirus,34
20170703,20170709,Human metapneumovirus,12
20170703,20170709,Influenza - Type A (any subtype),5
20170703,20170709,Influenza - Type A (not subtyped),0
20170703,20170709,Influenza - Type A or B,10
20170703,20170709,Influenza - Type A(H1N1)pdm09,0
20170703,20170709,Influenza - Type A(H3),5
20170703,20170709,Influenza - Type B,5
20170703,20170709,Mycoplasma pneumoniae,11
20170703,20170709,Parainfluenza virus,23
20170703,20170709,Respiratory syncytial virus,0
20170703,20170709,Rhinovirus,122
20170703,20170709,Seasonal coronavirus (Non-SARS-CoV-2),8
20170710,20170716,Adenovirus,42
20170710,20170716,Human metapneumovirus,5
20170710,20170716,Influenza - Type A (any subtype),3
20170710,20170716,Influenza - Type A (not subtyped),1
20170710,20170716,Influenza - Type A or B,5
20170710,20170716,Influenza - Type A(H1N1)pdm09,0
20170710,20170716,Influenza - Type A(H3),2
20170710,20170716,Influenza - Type B,2
20170710,20170716,Mycoplasma pneumoniae,3
20170710,20170716,Parainfluenza virus,18
20170710,20170716,Respiratory syncytial virus,4
20170710,20170716,Rhinovirus,118
20170710,20170716,Seasonal coronavirus (Non-SARS-CoV-2),8
20170717,20170723,Adenovirus,40
20170717,20170723,Human metapneumovirus,5
20170717,20170723,Influenza - Type A (any subtype),8
20170717,20170723,Influenza - Type A (not subtyped),4
20170717,20170723,Influenza - Type A or B,10
20170717,20170723,Influenza - Type A(H1N1)pdm09,1
20170717,20170723,Influenza - Type A(H3),3
20170717,20170723,Influenza - Type B,2
20170717,20170723,Mycoplasma pneumoniae,6
20170717,20170723,Parainfluenza virus,15
20170717,20170723,Respiratory syncytial virus,7
20170717,20170723,Rhinovirus,78
20170717,20170723,Seasonal coronavirus (Non-SARS-CoV-2),8
20170724,20170730,Adenovirus,30
20170724,20170730,Human metapneumovirus,3
20170724,20170730,Influenza - Type A (any subtype),5
20170724,20170730,Influenza - Type A (not subtyped),2
20170724,20170730,Influenza - Type A or B,7
20170724,20170730,Influenza - Type A(H1N1)pdm09,1
20170724,20170730,Influenza - Type A(H3),2
20170724,20170730,Influenza - Type B,2
20170724,20170730,Mycoplasma pneumoniae,11
20170724,20170730,Parainfluenza virus,21
20170724,20170730,Respiratory syncytial virus,3
20170724,20170730,Rhinovirus,64
20170724,20170730,Seasonal coronavirus (Non-SARS-CoV-2),6
20170731,20170806,Adenovirus,36
20170731,20170806,Human metapneumovirus,3
20170731,20170806,Influenza - Type A (any subtype),5
20170731,20170806,Influenza - Type A (not subtyped),3
20170731,20170806,Influenza - Type A or B,7
20170731,20170806,Influenza - Type A(H1N1)pdm09,0
20170731,20170806,Influenza - Type A(H3),2
20170731,20170806,Influenza - Type B,2
20170731,20170806,Mycoplasma pneumoniae,6
20170731,20170806,Parainfluenza virus,18
20170731,20170806,Respiratory syncytial virus,1
20170731,20170806,Rhinovirus,70
20170731,20170806,Seasonal coronavirus (Non-SARS-CoV-2),8
20170807,20170813,Adenovirus,26
20170807,20170813,Human metapneumovirus,4
20170807,20170813,Influenza - Type A (any subtype),8
20170807,20170813,Influenza - Type A (not subtyped),2
20170807,20170813,Influenza - Type A or B,11
20170807,20170813,Influenza - Type A(H1N1)pdm09,1
20170807,20170813,Influenza - Type A(H3),5
20170807,20170813,Influenza - Type B,3
20170807,20170813,Mycoplasma pneumoniae,8
20170807,20170813,Parainfluenza virus,16
20170807,20170813,Respiratory syncytial virus,8
20170807,20170813,Rhinovirus,90
20170807,20170813,Seasonal coronavirus (Non-SARS-CoV-2),3
20170814,20170820,Adenovirus,24
20170814,20170820,Human metapneumovirus,3
20170814,20170820,Influenza - Type A (any subtype),8
20170814,20170820,Influenza - Type A (not subtyped),2
20170814,20170820,Influenza - Type A or B,9
20170814,20170820,Influenza - Type A(H1N1)pdm09,1
20170814,20170820,Influenza - Type A(H3),5
20170814,20170820,Influenza - Type B,1
20170814,20170820,Mycoplasma pneumoniae,3
20170814,20170820,Parainfluenza virus,6
20170814,20170820,Respiratory syncytial virus,2
20170814,20170820,Rhinovirus,79
20170814,20170820,Seasonal coronavirus (Non-SARS-CoV-2),2
20170821,20170827,Adenovirus,35
20170821,20170827,Human metapneumovirus,2
20170821,20170827,Influenza - Type A (any subtype),7
20170821,20170827,Influenza - Type A (not subtyped),0
20170821,20170827,Influenza - Type A or B,8
20170821,20170827,Influenza - Type A(H1N1)pdm09,3
20170821,20170827,Influenza - Type A(H3),4
20170821,20170827,Influenza - Type B,1
20170821,20170827,Mycoplasma pneumoniae,6
20170821,20170827,Parainfluenza virus,19
20170821,20170827,Respiratory syncytial virus,7
20170821,20170827,Rhinovirus,107
20170821,20170827,Seasonal coronavirus (Non-SARS-CoV-2),6
20170828,20170903,Adenovirus,30
20170828,20170903,Human metapneumovirus,3
20170828,20170903,Influenza - Type A (any subtype),9
20170828,20170903,Influenza - Type A (not subtyped),2
